kaptCode,bjdCode,Household_Num,Begin_Date,Heating_Method,House_Type,Elec_Con,Elev_Num,Park_Above,Park_Below
A13811204,1171011300,598,20001009.0,지역난방,아파트,종합계약,10.0,0.0,430.0
A13811202,1171011300,478,19971215.0,지역난방,아파트,단일계약,16.0,190.0,725.0
A13811206,1171011300,1004,19971125.0,지역난방,아파트,단일계약,14.0,150.0,427.0
A13811001,1171011300,660,19970410.0,지역난방,아파트,단일계약,8.0,61.0,243.0
A13881603,1171011300,497,19920326.0,지역난방,아파트,종합계약,18.0,290.0,148.0
A10024655,1171011300,95,20060418.0,개별난방,아파트,종합계약,10.0,0.0,136.0
A10023887,1171011300,1945,20211231.0,지역난방,아파트,종합계약,50.0,0.0,2448.0
A10024085,1171011300,494,20211012.0,지역난방,아파트,종합계약,16.0,0.0,911.0
A10025284,1171011300,128,20180510.0,개별난방,아파트,종합계약,2.0,8.0,90.0
A10024492,1171011300,560,20201222.0,지역난방,아파트,종합계약,14.0,7.0,584.0
A10023922,1171011300,700,20220128.0,지역난방,아파트,종합계약,23.0,6.0,1713.0
A10023927,1171011300,689,20220128.0,지역난방,아파트,종합계약,42.0,6.0,1686.0
A10024152,1171011300,1282,20210806.0,지역난방,아파트,종합계약,43.0,0.0,1623.0
A10024787,1171011300,1199,20210517.0,지역난방,아파트,종합계약,28.0,0.0,1479.0
A10024197,1171011300,394,20210810.0,지역난방,아파트,단일계약,15.0,6.0,495.0
A10024577,1171011300,685,20201028.0,지역난방,아파트,종합계약,20.0,21.0,842.0
A13812004,1171011400,247,20021129.0,개별난방,아파트,단일계약,7.0,42.0,224.0
A13881701,1171011400,812,20110127.0,개별난방,아파트,단일계약,22.0,45.0,842.0
A13812003,1171011400,215,20020326.0,개별난방,아파트,종합계약,7.0,54.0,242.0
A13812001,1171011400,173,20060424.0,개별난방,아파트,단일계약,8.0,45.0,165.0
A13812002,1171011400,199,19980529.0,개별난방+기타,아파트,종합계약,6.0,56.0,145.0
A13812005,1171011400,889,20110127.0,개별난방,아파트,단일계약,25.0,942.0,21.0
A10026961,1171011400,148,20170327.0,개별난방,아파트,종합계약,3.0,30.0,51.0
A10026717,1171011400,134,20010529.0,개별난방,아파트,종합계약,3.0,46.0,95.0
