,kaptCode,Complex_Name
104,A10023296,송파파인타운12단지
105,A13805001,방이대림가락
106,A13883601,잠실한양3차
107,A13805002,올림픽선수기자촌아파트
108,A13883602,방이코오롱
109,A13805003,신구블레스밸리
110,A10026209,올림픽베어스타운
111,A13813008,오금대림
112,A13813003,오금삼성
113,A13813002,오금우방
114,A13813010,오금현대아파트
115,A13813005,가락우창
116,A13813006,오금현대백조
117,A13886009,상아2차아파트
118,A13813004,가락상아1차
119,A13873701,오금현대백조(임대)
120,A10026734,송파레미니스아파트
121,A10025657,송파 두산위브아파트
122,A10026249,송파레미니스2단지
123,A10026362,송파호반베르디움더퍼스트
124,A10023333,오금쌍용스윗닷홈2.3.4
125,A13881401,거여현대2차
126,A13811203,거여4단지
127,A13881601,거여우방
128,A13811205,거여5단지
129,A13881302,거여현대3차
130,A13811204,거여3단지
131,A13811202,동아효성아파트(거여2단지)
132,A13811206,거여1단지
133,A13811001,거여6단지
134,A13881603,거여현대1차
135,A10024655,쌍용스윗닷홈거여역1차아파트
136,A10023887,송파 시그니처 롯데캐슬아파트
137,A10024085,송파위례리슈빌
138,A10025284,거여리본타운 아파트
139,A10024492,위례포레샤인13단지아파트
140,A10023922,송파레이크파크 호반 써밋2
141,A10023927,송파레이크파크호반써밋1차
142,A10024152,포레나송파
143,A10024787,이편한세상 송파파크센트럴
144,A10024197,위례포레샤인15단지
145,A10024577,위례포레샤인18단지
146,A13812004,마천우방
147,A13881701,송파파크데일1단지
148,A13812003,금호어울림1차
149,A13812001,마천금호어울림2차
150,A13812002,마천금호
151,A13812005,송파파크데일2단지
152,A10026961,송파파크데일3단지아파트
153,A10026717,마천동신동아아파트
0,A15807316,신트리4단지
1,A15807004,신정이펜하우스4단지
2,A15807003,신정이펜하우스5단지
3,A15807704,목동2차우성임대
4,A15886504,신정5차현대
5,A15807101,목동9단지
6,A15885306,신정쌍용
7,A15807001,경남아너스빌
8,A15807205,롯데캐슬
9,A15807604,목동8단지
10,A15885307,신정청구아파트
11,A15807311,신트리3단지
12,A15807706,목동12단지
13,A15807703,목동2차우성
14,A15876401,서울주택도시공사 목동현대B 임대아파트
15,A15886402,신정대성유니드아파트2차
16,A15807603,삼성쉐르빌1 아파트
17,A15807002,신트리1단지
18,A15886512,신정학마을1단지
19,A15886507,신정푸른마을3단지
20,A15886505,신정푸른마을4단지
21,A15807210,신정동아이파크
22,A15807605,목동13단지
23,A15870701,신정이펜하우스1단지(총세대 기준)
24,A15886508,신정푸른마을2단지
25,A15807707,신정양천
26,A15807211,목동현대아파트
27,A15807315,신정동일하이빌
28,A15886510,신정학마을2단지
29,A15885514,신정6차현대
30,A15879502,신정이펜하우스3단지
31,A15807313,신트리2단지
32,A15807702,목동2차삼성래미안
33,A15879501,신정푸른마을1단지임대
34,A15807705,목동11단지
35,A15807208,목동삼성래미안
36,A15807606,목동14단지
37,A15873701,목동10단지
38,A15886501,신정학마을3단지
39,A15807204,신정현대
40,A15807701,신정세양청마루
41,A15876402,신정삼성SH임대
42,A15885303,신정대림
43,A15884901,유원목동
44,A15807601,목동삼성쉐르빌2차
45,A15807202,신정명지해드는터
46,A15873902,양천중앙하이츠
47,A15807005,신정도시마을
48,A15809002,신정이펜하우스2단지
49,A15807306,신정e-편한세상
50,A10027375,목동힐스테이트
51,A10027396,신정숲속마을아파트
52,A10025649,신정이든채
53,A10025729,목동파크자이아파트
54,A10023593,신정동 보람쉬움아파트
55,A10023886,호반써밋목동아파트
56,A10024398,래미안 목동아델리체
57,A15805301,목동부영그린타운3차
58,A15805504,목동5단지
59,A15805404,"목동대원칸타빌2,3단지"
60,A15875102,목동2단지
61,A15805102,목동현대아이파크
62,A15805003,목동3단지
63,A15880204,목동우성
64,A15805203,목동건영
65,A15875101,목동1단지
66,A15805202,목동e-편한세상
67,A15805114,목동현대하이페리온
68,A15805115,목동7단지
69,A15882107,목동금호1차
70,A15882103,목동진도2차
71,A15870101,목동트라팰리스
72,A15805111,목동현대하이페리온2차
73,A15805403,목동금호어울림
74,A15805101,목동대원칸타빌
75,A15882008,목동현대1차
76,A15805503,목동4단지
77,A15881702,목동성원
78,A15805303,목동롯데캐슬위너
79,A15805302,목동2차성원아파트
80,A15882010,목동삼익
81,A15881701,목동금강에스쁘아
82,A15870102,목동현대A
83,A15875103,목동6단지
84,A15881601,목동극동늘푸른
85,A15805109,목동대림2차
86,A15882104,목동진도1차
87,A15805502,목동트윈빌
88,A15805501,목동부영그린타운2차
89,A15882006,목동현대2차
90,A15805105,목동성원
91,A15805002,목동한신청구
92,A10028007,동구햇살
93,A15880905,목동금호베스트빌
94,A10027849,목동센트럴푸르지오아파트
95,A10025345,목동현대파크빌
96,A10027303,목동효성아파트
97,A10025127,길성그랑프리텔아파트
98,A10025915,목동동구햇살아파트
99,A10026023,목동롯데캐슬 마에스트로
100,A10023948,어바니엘 염창
101,A10024823,목동금호타운아파트
102,A10024699,목동가든스위트아파트
103,A10024355,목동세종그랑시아 아파트
104,A15884703,신월시영아파트
105,A15883803,신월대림
106,A15883401,신정뉴타운두산위브
107,A15883201,양천벽산블루밍
108,A15809601,신월대주파크빌
109,A15883702,신월서울가든
110,A15809702,신월신안파크
111,A15809502,수명산롯데캐슬
112,A15809402,신월삼정그린뷰
113,A15809401,신월2차보람쉬움
114,A15883202,양천롯데캐슬
115,A15809403,신월대성유니드
116,A15882201,신월수명산SK-VIEW
117,A15809201,신도신월1차
118,A15809001,신월대방샤인힐
119,A15884202,신월신안약수
120,A15883402,신정뉴타운롯데캐슬
121,A15883101,신월성원
122,A15809701,신월길훈
123,A15809603,"벽산블루밍1단지,2단지"
124,A10025980,방원예뜨랑아파트
125,A15809003,신월2차미소지움
126,A10025157,신도브래뉴신월2차아파트
127,A10025120,수명산 동원데쟈뷰아파트
128,A10025665,삼익1차플라주아파트
129,A10024804,신월 해태아파트
130,A10024872,목동 센트럴 아이파크위브 아파트
131,A15878601,금하뜨라네
0,A15003001,영등포두산위브
1,A15003002,영등포푸르지오
2,A10026311,순영웰라이빌아파트
3,A10024490,여의도더리브스타일 
4,A10025518,현대프라자주상복합아파트
5,A15003701,영등포경남아너스빌
6,A10026816,아크로타워스퀘어
7,A10026801,브라운스톤 영등포
8,A10024567,포레나영등포센트럴아파트
9,A15003801,영등포삼환
10,A15003802,당산푸르지오
11,A15089513,여의도진주
12,A15089307,여의대우트럼프월드2차
13,A15076302,여의도자이
14,A15089421,여의도시범아파트
15,A15001020,여의도삼부
16,A15088717,여의도미성
17,A15001004,여의도장미
18,A15001016,여의도대교
19,A15001009,여의도수정
20,A15089510,여의도은하
21,A15089411,여의도삼익
22,A15088614,롯데캐슬엠파이어
23,A15001005,여의도금호리첸시아
24,A15001003,서울아파트관리사무소
25,A15088208,여의도목화
26,A15088918,여의도한양
27,A15076301,여의도대우트럼프월드
28,A15001012,여의도공작
29,A15001019,여의도광장
30,A15001001,여의도초원
31,A15088915,롯데캐슬아이비
32,A15088802,여의도화랑
33,A10024981,콤비아파트
34,A15080002,당산진로
35,A15004101,당산신동아파밀리에
36,A15075001,당산코오롱
37,A15004201,당산동대우
38,A15004202,당산2가현대
39,A10023489,포레나 당산
40,A15080402,당산삼익
41,A15072001,당산쌍용예가클래식
42,A15080204,당산한양
43,A15080205,당산동부센트레빌
44,A15072002,당산SHVILLE
45,A10024834,당산금호2차어울림아파트
46,A15004406,당산현대3차
47,A15080507,당산현대5차
48,A15004403,당산금호어울림
49,A15004405,당산2차삼성
50,A15080501,한강아파트
51,A15072201,당산반도유보라
52,A10027684,당산브라운스톤아파트
53,A10026797,당산롯데캐슬프레스티지 아파트
54,A15004507,당산삼성래미안
55,A15004503,당산2차효성타운
56,A15004502,당산디오빌
57,A15004506,당산효성1차
58,A15004505,당산유원제일2차
59,A15004501,당산성원아파트
60,A10024789,당산센트럴아이파크
61,A15081001,래미안당산1차아파트
62,A15081002,당산강변래미안3차
63,A15083202,도림동아에코빌
64,A15083201,도림청구
65,A15076702,영등포아트자이
66,A15076701,도림한라
67,A15009201,문래남성
68,A15083602,문래공원한신
69,A15083404,문래자이아파트
70,A15083603,문래힐스테이트
71,A15076801,금호어울림
72,A10027023,문래우정아파트
73,A15083601,문래국화
74,A10024832,문래해태아파트
75,A15009402,문래삼환
76,A15009401,리버뷰신안인스빌
77,A15009505,문래두산위브
78,A15009503,문래대림
79,A15009501,문래진주
80,A15009504,문래현대5차아파트
81,A15009502,문래현대3차
82,A10026197,문래동모아미래도아파트
83,A15009607,문래현대2차
84,A15009606,문래베어스타운
85,A15009602,문래한신
86,A15009605,문래현대6차아파트
87,A15009604,문래현대1차
88,A15009603,문래대원
89,A15009601,문래미원아파트
90,A10027512,문래유원아파트
91,A10024925,문래롯데캐슬아파트
92,A10024495,e편한세상 문래 에듀플라츠
93,A15086202,양평신동아아파트
94,A15086201,양평서통한신
95,A10024316,영등포 중흥S-클래스
96,A15010203,양평벽산
97,A15010202,양평삼성래미안
98,A15010201,양평상록수
99,A10025034,오목교벽산블루밍아파트
100,A15010303,양평동삼천리아파트
101,A15010305,양평현대2차
102,A15010302,양평경남1차
103,A15010307,양평동6차현대아파트
104,A15010304,양평삼호
105,A15010306,양평거성파스텔
106,A15010301,양평우림루미아트
107,A10026457,양평역미소지움아파트
108,A15086601,양평경남2차아너스빌
109,A15086702,삼호한숲
110,A15086603,양평성원
111,A15010501,양평동보아파트
112,A15010502,양평한신
113,A15010602,양평동양
114,A15010601,양평한솔
115,A15005401,신길삼성제2
116,A15005301,신길우성5차
117,A15005402,신길삼성래미안
118,A15005001,신길우성4차아파트 
119,A15085404,신길한성
120,A15005002,레전드힐스
121,A15086007,신길우성2차
122,A15005102,신기목련
123,A15083703,신길경남
124,A15005302,신길건영
125,A15086001,보라매두산위브
126,A15096001,신길자이
127,A15085805,신길남서울
128,A15005705,신길삼환
129,A15083701,신길삼두
130,A15005602,신길우창
131,A15005501,포레나 신길
132,A15005303,신길1차우성아파트
133,A15086006,보라매경남아너스빌
134,A15005603,신길삼성
135,A15086004,신길우성3차아파트
136,A10027755,래미안프레비뉴
137,A10027073,래미안에스티움
138,A10026182,신미아파트
139,A10025024,신길센트럴자이
140,A10025562,신길센트럴아이파크
141,A10025070,보라매 sk뷰
142,A10024470,신길파크자이
143,A10024615,힐스테이트클래시안아파트
144,A10023715,더샵파크프레스티지
145,A15081503,대림우성
146,A15081107,대림현대3차
147,A15007201,신대림자이
148,A15081201,대림성원
149,A15007002,신대림한솔솔파크
150,A15081802,대림한신2차
151,A15081602,대림현대2차
152,A15007101,대림갑을명가
153,A15081604,대림3동현대아파트
154,A15081105,대림코오롱
155,A15095002,신대림신동아파밀리에
156,A15081606,대림신동아
157,A15095001,대림동현대
158,A10027935,대림쌍용플래티넘S
159,A10027381,보라매 신동아파밀리에아파트
160,A10025122,지밸리소홈
161,A10026761,H하우스 대림 뉴스테이
162,A10024725,e편한세상 영등포 아델포레
163,A10024829,대림 우성2차
164,A10023516,영등포자이르네
0,A14019001,후암미주
1,A14070901,동부센트레빌아스테리움서울
2,A14070301,리첸시아용산
3,A14070302,용산더프라임
4,A10023798,용산원효루미니
5,A14006001,신창세방리버하이빌
6,A14004001,한강타운
7,A14004002,리버힐삼성아파트
8,A14076401,산천리버힐제2
9,A14005001,청암자이
10,A10023464,sk청암대아파트
11,A14085002,원효산호
12,A14085101,원효로강변삼성스위트
13,A14074101,효창파크푸르지오
14,A14074102,효창한신
15,A10025533,용산롯데캐슬센터포레아파트
16,A10023858,용산데시앙포레아파트
17,A10025898,용산kcc스위첸
18,A14007002,도원삼성래미안
19,A14007001,도원삼성제2
20,A14083101,브라운스톤용산
21,A14010003,용산CJ나인파크
22,A14010002,이안용산프리미어
23,A14010004,용산대우이안
24,A14010001,용산아크로타워
25,A10027901,용산 KCC 웰츠타워
26,A10026183,용산지오베르크
27,A14009001,용산e-편한세상
28,A14075201,용산파크자이
29,A14001101,대우월드마크용산
30,A14001201,한강로벽산메가트리움
31,A10026759,용산푸르지오써밋
32,A10026719,아스테리움용산
33,A10026922,래미안용산아파트
34,A10024333,용산 베르디움 프렌즈
35,A14002501,파크타워
36,A14088201,시티파크2단지
37,A14088302,한강트럼프월드3차
38,A14001303,용산시티파크1단지
39,A10025626,한강로쌍용스윗닷홈아파트
40,A14074501,한강로우림필유
41,A10024691,용산센트럴파크
42,A14072701,한가람아파트
43,A14003002,이촌왕궁
44,A14003003,한강삼익
45,A14003103,이촌현대
46,A14003104,이촌동삼성리버스위트
47,A14003006,이촌동아그린아파트
48,A14003008,이촌한강맨션
49,A14003004,이촌동부센트레빌
50,A14085501,현대한강
51,A14090902,이촌대림
52,A14003007,LG한강자이
53,A14003101,이촌반도
54,A14003001,동부이촌동우성
55,A14003105,한강대우
56,A14003106,이촌강촌아파트
57,A14072901,북한강성원아파트
58,A14077401,점보
59,A10027908,래미안첼리투스
60,A14072702,이촌
61,A10023360,빌라맨션아파트
62,A14086001,청화아파트
63,A14086101,이태원남산대림
64,A10027425,이태원주공아파트
65,A14077902,한남더힐
66,A14021001,한남동리첸시아
67,A14077901,한남힐스테이트
68,A10027071,한남아이파크
69,A54016001,남산맨션
70,A10024641,한남동현대하이페리온A
71,A10025192,나인원 한남
72,A10023379,한남리버탑아파트
73,A14080901,용산푸르지오파크타운
74,A14024001,서빙고금호베스트빌
75,A14024002,서빙고신동아
76,A14082601,신동아아파트
77,A14082302,보광삼성리버빌
